Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.737,251.6,28.984104
2,S2,0.335,337.6,30
3,N2,0.955,200.1,28.43973
4,K1,1.03,215.4,15.041069
5,M4,0.089,13.6,57.96821
6,O1,0.623,170,13.943035
7,M6,0.062,45,86.95232
8,MK3,0,0,44.025173
9,S4,0.013,77.3,60
10,MN4,0,0,57.423832
11,NU2,0.184,207,28.512583
12,S6,0.003,170,90
13,MU2,0.085,184.6,27.968208
14,2N2,0.128,148.6,27.895355
15,OO1,0.026,260.8,16.139101
16,LAM2,0.026,291.1,29.455626
17,S1,0,0,15
18,M1,0.043,192.9,14.496694
19,J1,0.049,237.8,15.5854435
20,MM,0,0,0.5443747
21,SSA,0,0,0.0821373
22,SA,0,0,0.0410686
23,MSF,0,0,1.0158958
24,MF,0,0,1.0980331
25,RHO,0.023,150.7,13.471515
26,Q1,0.121,147.6,13.398661
27,T2,0.02,334.3,29.958933
28,R2,0.003,341.2,30.041067
29,2Q1,0.016,125.4,12.854286
30,P1,0.341,212,14.958931
31,2SM2,0,0,31.015896
32,M3,0,0,43.47616
33,L2,0.105,303.3,29.528479
34,2MK3,0,0,42.92714
35,K2,0.092,344.5,30.082138
36,M8,0.01,271.3,115.93642
37,MS4,0,0,58.984104
